Date,Open,High,Low,Close,Volume,Adj Close
2011-04-18,4233.45,4233.45,4140.80,4184.54,4223740000,4184.54
2011-04-15,4208.01,4255.72,4194.41,4233.84,4223740000,4233.84
2011-04-14,4196.49,4228.24,4154.68,4207.96,3872630000,4207.96
2011-04-13,4194.71,4234.08,4172.95,4196.94,3850860000,4196.94
2011-04-12,4212.62,4231.04,4159.67,4194.31,4275490000,4194.31
2011-04-11,4224.24,4252.61,4186.92,4213.02,3478970000,4213.02
2011-04-08,4252.59,4273.95,4197.90,4224.17,3582810000,4224.17
2011-04-07,4265.44,4281.17,4222.53,4252.52,4005600000,4252.52
2011-04-06,4252.31,4292.74,4232.14,4265.37,4223740000,4265.37
2011-04-05,4265.63,4287.84,4234.14,4253.78,3852280000,4253.78
2011-04-04,4260.29,4284.83,4239.30,4265.89,4223740000,4265.89
2011-04-01,4228.48,4294.04,4228.48,4260.67,4223740000,4260.67
2011-03-31,4230.40,4261.43,4203.11,4228.42,3566270000,4228.42
2011-03-30,4205.90,4259.28,4200.48,4230.36,3809570000,4230.36
2011-03-29,4175.60,4216.67,4153.71,4205.62,3482580000,4205.62
2011-03-28,4179.64,4216.71,4162.57,4177.16,3215170000,4177.16
2011-03-25,4159.95,4206.22,4149.22,4179.39,4223740000,4179.39
2011-03-24,4124.71,4175.23,4117.19,4159.75,4223740000,4159.75
2011-03-23,4113.54,4142.39,4077.43,4124.43,3842350000,4124.43
2011-03-22,4133.05,4152.83,4093.64,4113.59,3576550000,4113.59
2011-03-21,4064.47,4157.02,4064.47,4133.01,4223730000,4133.01
2011-03-18,4037.02,4106.39,4037.02,4063.38,4685500000,4063.38
2011-03-17,3989.75,4078.58,3989.75,4036.23,4134950000,4036.23
2011-03-16,4060.68,4075.35,3962.11,3988.05,5833000000,3988.05
2011-03-15,4105.29,4105.29,3984.77,4061.12,5201400000,4061.12
2011-03-14,4084.59,4139.97,4064.75,4107.30,4050370000,4107.30
2011-03-11,4120.81,4159.71,4107.15,4144.67,3740400000,4144.67
2011-03-10,4186.31,4186.31,4090.01,4121.90,4723020000,4121.90
2011-03-09,4178.11,4214.63,4141.28,4186.61,3709520000,4186.61
2011-03-08,4117.08,4199.39,4107.27,4178.87,4531420000,4178.87
2011-03-07,4142.07,4179.78,4087.36,4118.19,3964730000,4118.19
2011-03-04,4174.44,4187.10,4102.29,4141.85,4223740000,4141.85
2011-03-03,4104.56,4195.75,4104.56,4174.32,4340470000,4174.32
2011-03-02,4092.55,4134.07,4063.13,4103.52,1025000000,4103.52
2011-03-01,4163.55,4190.91,4082.29,4094.49,1180420000,4094.49
2011-02-28,4131.12,4191.26,4123.61,4163.23,1252850000,4163.23
2011-02-25,4102.19,4155.64,4096.40,4131.84,3836030000,4131.84
2011-02-24,4105.61,4147.98,4061.07,4103.55,1222900000,4103.55
2011-02-23,4152.72,4176.40,4064.57,4106.64,1330340000,4106.64
2011-02-22,4153.86,4227.90,4129.83,4153.86,1322780000,4153.86
2011-02-18,4224.67,4254.57,4201.58,4237.17,1966450000,4237.17
2011-02-17,4212.17,4241.99,4187.15,4224.58,1966450000,4224.58
2011-02-16,4189.62,4237.09,4175.37,4212.61,1966450000,4212.61
2011-02-15,4193.24,4212.51,4157.14,4190.73,3926860000,4190.73
2011-02-14,4202.81,4222.34,4165.92,4193.42,3567040000,4193.42
2011-02-11,4180.25,4224.72,4151.08,4204.73,4219300000,4204.73
2011-02-10,4164.13,4200.61,4128.38,4181.93,4184610000,4181.93
2011-02-09,4160.40,4184.55,4126.89,4164.96,3922240000,4164.96
2011-02-08,4142.34,4174.83,4124.64,4161.38,3881530000,4161.38
2011-02-07,4124.02,4169.12,4113.50,4145.02,3902270000,4145.02
2011-02-04,4120.86,4140.91,4089.50,4123.98,3925950000,4123.98
2011-02-03,4108.60,4146.34,4081.87,4120.97,4370990000,4120.97
2011-02-02,4131.21,4150.35,4086.63,4109.46,4098260000,4109.46
2011-02-01,4077.57,4157.18,4077.57,4136.17,5164500000,4136.17
2011-01-31,4057.15,4104.75,4038.82,4077.47,4167160000,4077.47
2011-01-28,4130.86,4152.90,4040.10,4057.03,5618630000,4057.03
2011-01-27,4120.91,4156.92,4096.88,4130.78,4309190000,4130.78
2011-01-26,4108.27,4150.94,4086.54,4121.24,4730980000,4121.24
2011-01-25,4116.67,4142.50,4065.35,4108.02,4595380000,4108.02
2011-01-24,4085.95,4131.29,4070.18,4116.69,3902470000,4116.69
2011-01-21,4088.92,4125.16,4064.98,4085.65,4935320000,4085.65
2011-01-20,4093.98,4114.77,4044.58,4086.03,4935320000,4086.03
2011-01-19,4119.23,4140.94,4068.94,4094.27,4743710000,4094.27
2011-01-18,4110.24,4146.97,4087.58,4119.96,5284990000,4119.96
2011-01-14,4098.47,4128.63,4073.18,4110.90,4661590000,4110.90
2011-01-13,4097.46,4121.43,4066.99,4098.55,4310840000,4098.55
2011-01-12,4068.70,4118.48,4067.76,4097.47,4226940000,4097.47
2011-01-11,4069.77,4106.79,4043.22,4068.16,4050750000,4068.16
2011-01-10,4072.54,4090.58,4025.80,4069.58,4036450000,4069.58
2011-01-07,4051.60,4104.11,4029.34,4072.97,4963110000,4072.97
2011-01-06,4072.02,4098.37,4036.45,4066.40,4844100000,4066.40
2011-01-05,4067.14,4094.36,4032.29,4073.25,4764920000,4073.25
2011-01-04,4069.62,4099.18,4026.54,4067.64,4796420000,4067.64
2011-01-03,4033.18,4103.10,4033.18,4069.44,4286670000,4069.44
2010-12-31,4031.75,4051.51,4011.68,4033.19,1799770000,4033.19
2010-12-30,4035.01,4049.73,4017.57,4031.82,1970720000,4031.82
2010-12-29,4030.86,4056.86,4021.28,4035.00,2214380000,4035.00
2010-12-28,4027.81,4048.33,4009.67,4032.11,2478450000,4032.11
2010-12-27,4026.78,4043.23,3998.42,4027.89,1992470000,4027.89
2010-12-23,4028.62,4047.30,4007.54,4026.91,2515020000,4026.91
2010-12-22,4019.49,4046.35,3999.11,4028.69,1285590000,4028.69
2010-12-21,3997.47,4041.26,3991.13,4019.67,3479670000,4019.67
2010-12-20,3998.36,4025.98,3972.32,3997.26,3548140000,3997.26
2010-12-17,4006.54,4022.15,3969.84,3998.47,4632470000,3998.47
2010-12-16,3975.76,4022.34,3953.48,4006.64,4736820000,4006.64
2010-12-15,3987.74,4020.83,3960.18,3976.08,4407340000,3976.08
2010-12-14,3984.22,4021.67,3964.23,3990.05,4132350000,3990.05
2010-12-13,3987.27,4020.78,3966.57,3984.24,4361240000,3984.24
2010-12-10,3973.46,4003.89,3952.73,3988.22,4547310000,3988.22
2010-12-09,3961.07,3998.54,3940.60,3973.79,4522510000,3973.79
2010-12-08,3965.34,3992.38,3932.05,3961.37,4607590000,3961.37
2010-12-07,3967.87,4021.98,3952.80,3966.42,6970630400,3966.42
2010-12-06,3977.88,3992.38,3948.45,3967.58,3527370000,3967.58
2010-12-03,3964.38,3989.37,3936.53,3978.42,3735780000,3978.42
2010-12-02,3926.96,3981.76,3915.90,3964.90,4970800000,3964.90
2010-12-01,3845.49,3947.73,3845.49,3926.99,4548110000,3926.99
2010-11-30,3862.04,3876.88,3814.75,3845.26,4284700000,3845.26
2010-11-29,3866.89,3878.88,3807.93,3863.49,3673450000,3863.49
2010-11-26,3895.62,3895.62,3850.87,3868.66,1613820000,3868.66
2010-11-24,3835.50,3910.36,3835.50,3898.21,3384250000,3898.21
2010-11-23,3888.02,3888.02,3811.56,3835.94,4133070000,3835.94
2010-11-22,3896.17,3905.76,3842.92,3888.89,3689500000,3888.89
2010-11-19,3886.51,3909.58,3854.54,3896.52,3675390000,3896.52
2010-11-18,3831.44,3911.48,3831.44,3886.63,4687260000,3886.63
2010-11-17,3831.50,3859.58,3805.80,3831.63,3904780000,3831.63
2010-11-16,3888.41,3888.41,3804.16,3832.53,5116380000,3832.53
2010-11-15,3883.10,3932.45,3873.65,3889.83,3503370000,3889.83
2010-11-12,3917.15,3923.25,3857.00,3883.44,4213620000,3883.44
2010-11-11,3922.69,3938.11,3875.23,3917.75,3931120000,3917.75
2010-11-10,3925.48,3945.47,3886.92,3928.18,4561300000,3928.18
2010-11-09,3959.74,3980.01,3910.54,3927.85,4848040000,3927.85
2010-11-08,3969.63,3981.50,3928.10,3960.68,3937230000,3960.68
2010-11-05,3970.28,3998.08,3937.01,3972.00,5637460000,3972.00
2010-11-04,3908.24,3995.68,3908.24,3970.63,5695470000,3970.63
2010-11-03,3893.06,3927.53,3858.68,3907.96,4665480000,3907.96
2010-11-02,3860.24,3918.70,3860.24,3895.14,3866200000,3895.14
2010-11-01,3863.76,3914.75,3834.88,3860.11,4129180000,3860.11
2010-10-29,3857.56,3885.11,3824.53,3863.64,3537880000,3863.64
2010-10-28,3857.05,3891.98,3823.84,3856.40,4283460000,3856.40
2010-10-27,3877.33,3877.33,3803.70,3857.42,4335670000,3857.42
2010-10-26,3877.25,3903.41,3836.64,3878.07,4203680000,3878.07
2010-10-25,3870.19,3919.42,3864.94,3877.49,4221380000,3877.49
2010-10-22,3872.45,3891.89,3841.68,3869.70,3177890000,3869.70
2010-10-21,3871.19,3912.75,3830.56,3872.48,4625470000,3872.48
2010-10-20,3817.12,3895.43,3817.12,3871.53,5027880000,3871.53
2010-10-19,3866.72,3866.72,3788.91,3817.30,5600120000,3817.30
2010-10-18,3840.59,3880.57,3824.08,3867.45,4450050000,3867.45
2010-10-15,3848.08,3882.15,3813.90,3841.33,5724910000,3841.33
2010-10-14,3855.55,3869.96,3814.12,3847.82,4969410000,3847.82
2010-10-13,3807.98,3887.39,3807.98,3855.40,4969410000,3855.40
2010-10-12,3812.45,3826.03,3762.38,3807.72,4076170000,3807.72
2010-10-11,3811.04,3836.35,3792.46,3812.37,3118110000,3812.37
2010-10-08,3784.85,3829.30,3766.44,3810.93,3871420000,3810.93
2010-10-07,3789.20,3812.60,3757.34,3784.90,3910550000,3784.90
2010-10-06,3784.10,3810.65,3759.12,3789.05,4073160000,3789.05
2010-10-05,3714.06,3804.40,3714.06,3785.53,4068840000,3785.53
2010-10-04,3743.80,3764.87,3686.96,3713.50,3604110000,3713.50
2010-10-01,3736.32,3777.84,3716.42,3743.72,4298910000,3743.72
2010-09-30,3751.69,3798.90,3717.19,3735.80,4284160000,3735.80
2010-09-29,3755.24,3773.24,3718.62,3751.61,3990280000,3751.61
2010-09-28,3739.50,3773.14,3702.57,3755.26,4025840000,3755.26
2010-09-27,3749.92,3773.11,3724.63,3740.79,3587860000,3740.79
2010-09-24,3672.05,3763.57,3672.05,3749.96,4123950000,3749.96
2010-09-23,3711.78,3721.50,3654.46,3671.08,3847850000,3671.08
2010-09-22,3723.03,3752.20,3689.73,3711.93,3911070000,3711.93
2010-09-21,3716.15,3753.13,3692.98,3722.95,4175660000,3722.95
2010-09-20,3669.44,3730.53,3665.55,3715.95,3364080000,3715.95
2010-09-17,3665.69,3698.66,3641.31,3669.40,4086140000,3669.40
2010-09-16,3674.66,3686.78,3633.64,3665.58,3364080000,3665.58
2010-09-15,3665.91,3692.78,3634.87,3675.17,3369840000,3675.17
2010-09-14,3669.83,3699.36,3639.37,3665.92,4521050000,3665.92
2010-09-13,3640.23,3695.81,3640.23,3669.75,4521050000,3669.75
2010-09-10,3636.44,3665.32,3613.45,3641.37,3061160000,3641.37
2010-09-09,3629.88,3676.08,3616.91,3636.13,3387770000,3636.13
2010-09-08,3608.70,3660.98,3600.90,3629.33,3224640000,3629.33
2010-09-07,3642.84,3647.44,3590.81,3609.25,3107380000,3609.25
2010-09-03,3605.03,3666.82,3605.03,3643.45,3534500000,3643.45
2010-09-02,3582.37,3616.89,3561.07,3604.71,3704210000,3604.71
2010-09-01,3482.12,3595.69,3482.12,3582.02,4396880000,3582.02
2010-08-31,3474.71,3512.57,3439.45,3482.29,4038770000,3482.29
2010-08-30,3526.88,3539.08,3473.54,3475.57,2917990000,3475.57
2010-08-27,3462.41,3538.51,3441.65,3528.06,4102460000,3528.06
2010-08-26,3480.14,3519.08,3453.27,3463.80,3646710000,3463.80
2010-08-25,3475.61,3497.68,3425.47,3480.02,4360190000,3480.02
2010-08-24,3518.08,3518.08,3442.02,3477.16,4436330000,3477.16
2010-08-23,3534.02,3579.58,3508.77,3518.51,3210950000,3518.51
2010-08-20,3542.08,3551.16,3491.19,3533.80,3761570000,3533.80
2010-08-19,3601.76,3601.76,3512.44,3542.86,4290540000,3542.86
2010-08-18,3598.74,3630.04,3561.37,3602.93,3724260000,3602.93
2010-08-17,3552.02,3635.32,3552.02,3600.38,3968210000,3600.38
2010-08-16,3550.84,3571.12,3510.57,3552.01,3142450000,3552.01
2010-08-13,3560.94,3584.91,3533.87,3551.67,3328890000,3551.67
2010-08-12,3578.22,3584.27,3517.21,3561.42,4521050000,3561.42
2010-08-11,3687.50,3687.50,3565.32,3581.07,4511860000,3581.07
2010-08-10,3712.35,3718.51,3644.29,3690.07,3979360000,3690.07
2010-08-09,3687.46,3731.42,3678.58,3712.73,3191630000,3712.73
2010-08-06,3696.58,3704.79,3630.72,3687.86,3857890000,3687.86
2010-08-05,3702.75,3713.76,3656.51,3698.32,3685560000,3698.32
2010-08-04,3676.80,3721.86,3658.61,3702.95,4057850000,3702.95
2010-08-03,3702.71,3713.71,3648.07,3679.03,4071820000,3679.03
2010-08-02,3632.20,3718.45,3632.20,3703.45,4144180000,3703.45
2010-07-30,3632.69,3654.95,3576.96,3631.61,4006450000,3631.61
2010-07-29,3649.38,3688.40,3599.40,3632.97,4612420000,3632.97
2010-07-28,3660.81,3682.64,3622.36,3649.66,4002390000,3649.66
2010-07-27,3662.49,3706.13,3630.11,3661.41,4725690000,3661.41
2010-07-26,3613.50,3674.07,3608.17,3662.39,4009650000,3662.39
2010-07-23,3578.58,3629.83,3547.51,3613.19,4524570000,3613.19
2010-07-22,3492.71,3607.02,3492.71,3578.43,4826900000,3578.43
2010-07-21,3535.25,3566.10,3467.83,3492.48,4747180000,3492.48
2010-07-20,3498.55,3541.97,3436.68,3535.86,4713280000,3535.86
2010-07-19,3477.22,3521.45,3452.30,3499.08,4089500000,3499.08
2010-07-16,3567.74,3567.74,3466.40,3477.18,5297350000,3477.18
2010-07-15,3570.88,3589.11,3511.72,3568.43,4552470000,3568.43
2010-07-14,3562.76,3593.76,3527.70,3570.81,4521050000,3570.81
2010-07-13,3513.49,3590.40,3513.49,3561.33,4640460000,3561.33
2010-07-12,3506.31,3535.17,3475.49,3512.71,3426990000,3512.71
2010-07-09,3481.25,3517.44,3460.17,3506.09,3506570000,3506.09
2010-07-08,3438.57,3494.71,3431.30,3481.25,4548460000,3481.25
2010-07-07,3330.39,3443.31,3325.42,3438.43,4931220000,3438.43
2010-07-06,3321.13,3391.55,3298.83,3331.60,4691240000,3331.60
2010-07-02,3351.35,3376.36,3294.88,3320.72,3968500000,3320.72
2010-07-01,3357.58,3388.83,3293.09,3351.40,6435770000,3351.40
2010-06-30,3387.33,3426.68,3344.38,3357.54,5067080000,3357.54
2010-06-29,3489.70,3489.70,3360.36,3387.59,6136700000,3387.59
2010-06-28,3494.78,3531.20,3465.08,3490.53,3896410000,3490.53
2010-06-25,3487.99,3526.56,3450.00,3495.99,5128840000,3495.99
2010-06-24,3531.43,3548.34,3471.98,3487.98,4814830000,3487.98
2010-06-23,3537.16,3566.86,3488.70,3531.50,4526150000,3531.50
2010-06-22,3620.92,3642.41,3528.00,3537.20,4514380000,3537.20
2010-06-21,3628.24,3690.51,3600.64,3621.01,4514360000,3621.01
2010-06-18,3622.28,3648.56,3600.61,3627.74,4555360000,3627.74
2010-06-17,3610.22,3641.01,3565.53,3622.14,4557760000,3622.14
2010-06-16,3617.19,3640.25,3570.68,3610.13,5002600000,3610.13
2010-06-15,3534.66,3621.83,3534.66,3617.29,4644490000,3617.29
2010-06-14,3530.21,3594.67,3524.64,3534.55,4425830000,3534.55
2010-06-11,3509.64,3539.22,3462.15,3530.08,4059280000,3530.08
2010-06-10,3402.80,3523.61,3402.80,3512.09,5144780000,3512.09
2010-06-09,3413.46,3479.16,3387.00,3402.36,5983200000,3402.36
2010-06-08,3370.05,3426.00,3334.85,3413.34,6192750000,3413.34
2010-06-07,3416.27,3453.87,3361.01,3370.47,5467560000,3370.47
2010-06-04,3545.96,3545.96,3400.01,3416.79,6180580000,3416.79
2010-06-03,3535.64,3580.16,3504.75,3547.12,4995970000,3547.12
2010-06-02,3448.88,3537.95,3445.61,3535.64,5026360000,3535.64
2010-06-01,3508.72,3537.15,3437.81,3449.84,5271480000,3449.84
2010-05-28,3543.73,3560.18,3484.69,3509.40,4871210000,3509.40
2010-05-27,3446.80,3550.18,3446.80,3543.79,5698460000,3543.79
2010-05-26,3448.93,3520.95,3428.35,3447.09,4521050000,3447.09
2010-05-25,3457.77,3457.77,3342.55,3450.32,7329580000,3450.32
2010-05-24,3497.33,3523.12,3445.29,3458.70,5224040000,3458.70
2010-05-21,3450.54,3514.23,3378.77,3497.53,5452130000,3497.53
2010-05-20,3590.81,3590.81,3442.95,3451.67,8328569600,3451.67
2010-05-19,3620.77,3636.49,3538.61,3591.88,6765800000,3591.88
2010-05-18,3664.13,3713.88,3605.24,3622.04,6170840000,3622.04
2010-05-17,3665.09,3701.50,3591.63,3664.01,5922920000,3664.01
2010-05-14,3720.74,3720.74,3627.85,3665.66,6126400000,3665.66
2010-05-13,3765.23,3783.78,3706.79,3721.15,4870640000,3721.15
2010-05-12,3708.37,3783.93,3702.94,3765.93,5225460000,3765.93
2010-05-11,3709.03,3757.90,3665.75,3711.17,5842550000,3711.17
2010-05-10,3562.32,3740.38,3562.32,3710.39,6893700000,3710.39
2010-05-07,3615.69,3655.82,3507.29,3560.60,9472910400,3560.60
2010-05-06,3730.06,3751.66,3383.40,3615.85,10617809600,3615.85
2010-05-05,3760.52,3786.19,3692.61,3731.74,6795940000,3731.74
2010-05-04,3861.55,3861.55,3732.00,3762.89,6594720000,3762.89
2010-05-03,3794.66,3879.02,3794.66,3861.78,4938050000,3861.78
2010-04-30,3840.47,3881.01,3781.20,3794.61,6048260000,3794.61
2010-04-29,3791.35,3866.33,3791.35,3840.19,6059410000,3840.19
2010-04-28,3768.96,3820.82,3748.61,3791.90,6342310000,3791.90
2010-04-27,3849.26,3869.49,3759.86,3770.17,7454540000,3770.17
2010-04-26,3850.87,3885.78,3828.26,3849.23,5647760000,3849.23
2010-04-23,3820.48,3863.57,3794.16,3850.67,5326060000,3850.67
2010-04-22,3809.11,3837.94,3751.12,3820.87,6035780000,3820.87
2010-04-21,3804.34,3843.43,3767.90,3809.53,5724310000,3809.53
2010-04-20,3780.92,3829.44,3768.01,3804.37,5316590000,3804.37
2010-04-19,3775.72,3802.32,3736.87,3780.57,6597740000,3780.57
2010-04-16,3825.09,3835.48,3746.55,3775.84,8108470400,3775.84
2010-04-15,3802.60,3852.70,3787.44,3825.09,5995330000,3825.09
2010-04-14,3757.43,3813.48,3749.16,3802.23,5760040000,3802.23
2010-04-13,3754.26,3774.95,3719.11,3757.54,5403580000,3757.54
2010-04-12,3747.43,3776.13,3733.70,3754.26,4607090000,3754.26
2010-04-09,3718.24,3760.00,3701.12,3747.43,4511570000,3747.43
2010-04-08,3700.79,3732.56,3669.59,3718.37,4726970000,3718.37
2010-04-07,3727.50,3737.06,3676.15,3700.82,5101430000,3700.82
2010-04-06,3720.52,3744.03,3692.70,3728.52,4086180000,3728.52
2010-04-05,3703.34,3739.14,3685.99,3720.52,3881620000,3720.52
2010-04-01,3679.13,3729.58,3673.03,3703.27,4006870000,3703.27
2010-03-31,3692.35,3705.65,3654.91,3679.02,4484340000,3679.02
2010-03-30,3688.83,3715.76,3667.78,3692.48,4085000000,3692.48
2010-03-29,3664.06,3708.34,3659.24,3689.09,4375580000,3689.09
2010-03-26,3660.29,3696.15,3642.93,3665.21,4708420000,3665.21
2010-03-25,3670.31,3721.41,3650.71,3660.28,5668900000,3660.28
2010-03-24,3697.25,3705.63,3653.51,3669.89,4705750000,3669.89
2010-03-23,3669.11,3706.79,3648.47,3697.27,4411640000,3697.27
2010-03-22,3662.96,3689.35,3630.11,3668.88,4261680000,3668.88
2010-03-19,3682.49,3711.95,3637.00,3663.13,5212410000,3663.13
2010-03-18,3666.22,3701.30,3640.83,3682.34,4234510000,3682.34
2010-03-17,3654.99,3690.90,3640.99,3666.52,4963200000,3666.52
2010-03-16,3629.63,3665.88,3615.66,3654.74,4369770000,3654.74
2010-03-15,3621.55,3642.62,3592.53,3629.56,4164110000,3629.56
2010-03-12,3621.55,3645.82,3595.61,3621.57,4928160000,3621.57
2010-03-11,3603.73,3629.21,3576.91,3621.40,4669060000,3621.40
2010-03-10,3595.32,3632.50,3577.25,3605.04,5469120000,3605.04
2010-03-09,3582.07,3621.10,3561.45,3596.24,5185570000,3596.24
2010-03-08,3581.81,3608.65,3560.93,3582.53,3774680000,3582.53
2010-03-05,3544.32,3592.66,3543.84,3581.64,4133000000,3581.64
2010-03-04,3531.36,3561.74,3514.23,3544.05,3945010000,3544.05
2010-03-03,3533.49,3568.00,3514.56,3531.40,3951320000,3531.40
2010-03-02,3535.68,3569.51,3518.57,3534.04,4134680000,3534.04
2010-03-01,3504.72,3558.26,3503.70,3535.61,3847640000,3535.61
2010-02-26,3503.03,3530.53,3472.87,3504.68,3945190000,3504.68
2010-02-25,3509.76,3509.79,3433.63,3502.96,4521130000,3502.96
2010-02-24,3484.73,3529.30,3473.57,3511.36,4168360000,3511.36
2010-02-23,3515.48,3535.48,3467.06,3486.83,4521050000,3486.83
2010-02-22,3517.00,3547.45,3496.56,3516.12,3814440000,3516.12
2010-02-19,3492.65,3535.75,3472.79,3516.98,3944280000,3516.98
2010-02-18,3475.65,3506.31,3452.60,3493.51,3878620000,3493.51
2010-02-17,3466.73,3499.24,3445.97,3475.62,4259230000,3475.62
2010-02-16,3405.66,3477.60,3405.66,3468.06,4080770000,3468.06
2010-02-12,3417.34,3418.24,3358.85,3405.80,4160680000,3405.80
2010-02-11,3341.78,3434.38,3341.78,3419.87,4400870000,3419.87
2010-02-10,3393.21,3411.05,3348.12,3383.83,4251450000,3383.83
2010-02-09,3341.78,3430.29,3341.78,3394.38,5114260000,3394.38
2010-02-08,3467.58,3467.58,3328.71,3341.39,4089820000,3341.39
2010-02-05,3371.80,3401.32,3306.59,3373.67,6438900000,3373.67
2010-02-04,3467.58,3467.58,3365.42,3371.64,5859690000,3371.64
2010-02-03,3490.66,3501.39,3437.21,3467.82,4285450000,3467.82
2010-02-02,3459.89,3508.18,3437.24,3493.00,4749540000,3493.00
2010-02-01,3417.20,3474.67,3417.20,3460.10,4077610000,3460.10
2010-01-29,3485.51,3490.91,3403.99,3417.08,5412850000,3417.08
2010-01-28,3494.46,3511.67,3414.68,3442.07,5452400000,3442.07
2010-01-27,3485.51,3514.38,3433.73,3495.06,5319120000,3495.06
2010-01-26,3486.92,3525.44,3452.12,3486.05,4731910000,3486.05
2010-01-25,3474.22,3524.47,3457.88,3486.92,4481390000,3486.92
2010-01-22,3550.67,3564.23,3462.26,3473.85,6208650000,3473.85
2010-01-21,3612.92,3642.98,3525.08,3550.68,6874289600,3550.68
2010-01-20,3654.59,3654.59,3565.28,3612.87,4810560000,3612.87
2010-01-19,3620.11,3670.87,3604.05,3655.45,4724830000,3655.45
2010-01-15,3652.76,3662.45,3588.73,3619.97,4758730000,3619.97
2010-01-14,3650.45,3674.01,3621.40,3653.30,3915200000,3653.30
2010-01-13,3629.52,3673.07,3604.71,3650.34,4170360000,3650.34
2010-01-12,3654.77,3666.22,3599.60,3629.37,4716160000,3629.37
2010-01-11,3629.79,3682.76,3609.94,3654.97,4255780000,3654.97
2010-01-08,3605.22,3646.18,3578.97,3629.42,4389590000,3629.42
2010-01-07,3604.91,3626.93,3565.23,3605.30,5270680000,3605.30
2010-01-06,3605.54,3638.58,3577.22,3605.36,4972660000,3605.36
2010-01-05,3604.52,3638.39,3563.31,3606.76,2491020000,3606.76
2010-01-04,3567.20,3631.60,3567.20,3604.74,3991400000,3604.74
2009-12-31,3618.10,3623.65,3562.70,3566.68,2076990000,3566.68
2009-12-30,3619.59,3632.28,3590.53,3618.10,2277300000,3618.10
2009-12-29,3613.43,3641.27,3601.58,3619.61,2491020000,3619.61
2009-12-28,3614.66,3633.89,3589.22,3614.28,2716400000,3614.28
2009-12-24,3600.09,3630.38,3593.63,3614.82,1267710000,3614.82
2009-12-23,3595.08,3619.08,3569.38,3599.97,3166870000,3599.97
2009-12-22,3590.92,3622.04,3572.65,3595.18,3641130000,3595.18
2009-12-21,3564.38,3619.93,3564.38,3590.87,3977340000,3590.87
2009-12-18,3557.60,3600.12,3532.33,3564.16,6325890000,3564.16
2009-12-17,3597.27,3598.11,3533.04,3557.40,7615070400,3557.40
2009-12-16,3600.23,3636.16,3580.60,3597.47,4829820000,3597.47
2009-12-15,3610.75,3610.75,3569.89,3600.07,5045100000,3600.07
2009-12-14,3584.48,3634.41,3574.58,3611.06,4548490000,3611.06
2009-12-11,3556.14,3603.84,3548.67,3584.52,3791090000,3584.52
2009-12-10,3531.44,3583.21,3529.06,3556.94,3996490000,3556.94
